datetime,entry_price,return,pnl,equity
2025-04-20 04:00:00,85178,0.02491591725562939,0.0004983183451125878,1.0004983183451126
2025-04-20 14:00:00,84641,0.04191155586536076,0.0008386488232504136,1.001336967168363
2025-04-21 10:00:00,87368,0.01323743246955407,0.00026510260964318573,1.0016020697780061
2025-04-22 06:00:00,88251,0.06032788297016464,0.0012084906489648448,1.002810560426971
2025-04-22 16:00:00,90740,0.03964117258100067,0.0007950517298387112,1.0036056121568098
2025-04-23 12:00:00,93782,0.005788658804461411,0.00011619060926036801,1.0037218027660701
2025-04-23 22:00:00,93824,-0.003371163028649386,-6.767419665068574e-05,1.0036541285694194
2025-04-25 14:00:00,95491,-0.0008792870532301476,-1.765000162344153e-05,1.003636478567796
2025-04-28 12:00:00,95383,-0.0021652915089691036,-4.3463310902690014e-05,1.0035930152568933
2025-04-28 22:00:00,94848,0.002652749662618084,5.3245620652571786e-05,1.0036462608775458
2025-04-29 08:00:00,95063,0.00037604535939324453,7.548330377507655e-06,1.0036538092079232
2025-04-29 18:00:00,95429,-0.0035913192006622723,-7.208882391652487e-05,1.0035817203840067
2025-04-30 04:00:00,95081,-0.002022738507167573,-4.0599667818204215e-05,1.0035411207161886
2025-04-30 14:00:00,93718,0.030539789581510487,0.0006129586932613123,1.00415407940945
2025-05-01 10:00:00,96192,0.009285928143712575,0.00018649005253224004,1.0043405694619822
2025-05-01 20:00:00,96470,0.011217165958329015,0.00022531709692675452,1.004565886558909
2025-05-05 14:00:00,93891,0.009920397056160867,0.00019931384927477267,1.004765200408184
2025-05-06 20:00:00,94679,0.028087368899122295,0.0005644242168173041,1.0053296246250012
2025-05-08 02:00:00,98695,0.05136248036881301,0.0010327244621797555,1.006362349087181
2025-05-09 18:00:00,103198,0.0046726486947421455,9.404755433799711e-05,1.006456396641519
2025-05-12 16:00:00,102859,0.01092334166188666,0.0002198773417661326,1.006676273983285
2025-05-13 02:00:00,102071,0.02466632050239539,0.0004966199923245781,1.0071728939756097
2025-05-13 12:00:00,103695,0.008556053811659192,0.00017234850956999672,1.0073452424851796
2025-05-14 08:00:00,103232,0.00689778363298202,0.00013896899052753153,1.0074842114757072
2025-05-19 08:00:00,103259,0.030786314025896048,0.0006203345062124677,1.0081045459819198
2025-05-21 10:00:00,106377,0.04780631151470713,0.0009638751992920811,1.0090684211812118
2025-05-23 12:00:00,108425,0.010784413188840212,0.0002176442157965766,1.0092860653970084
2025-05-23 22:00:00,107822,0.011571961195303371,0.00023358838367469202,1.009519653780683
2025-05-27 06:00:00,108864,0.01368261316872428,0.00027625733817811097,1.009795911118861
2025-05-28 22:00:00,107428,0.00992560598726589,0.00020045672682635963,1.0099963678456874
2025-06-02 12:00:00,104245,0.01824567125521608,0.0003685612339334941,1.0103649290796208
2025-06-06 06:00:00,103247,0.01700787432080351,0.0003436831946386749,1.0107086122742595
2025-06-10 20:00:00,109974,-0.00014454325567861501,-2.921822267210729e-06,1.0107056904519922
2025-06-15 20:00:00,104747,0.03600114561753559,0.0007277312547686805,1.0114334217067609
2025-06-17 22:00:00,104258,0.008545799842697922,0.00017287015152242117,1.0116062918582833
2025-06-18 18:00:00,103691,0.011073632234234408,0.00022404312083752453,1.011830334979121
2025-06-22 02:00:00,102391,0.0017817581623384869,3.605673916501468e-05,1.011866391718286
2025-06-22 22:00:00,101010,0.046638550638550644,0.000943839638992016,1.012810231357278
2025-06-23 08:00:00,101924,0.037216985204662295,0.0007538748679110882,1.013564106225189
2025-06-23 18:00:00,103017,0.028295640525350187,0.000573588911982916,1.014137695137172
2025-06-24 14:00:00,105547,0.020965181388386215,0.00042523161462701463,1.0145629267517988
2025-06-25 10:00:00,107180,0.006990856503078933,0.00014185327668531217,1.014704780028484
2025-07-15 00:00:00,119498,-0.003514636228221393,-7.132636361675059e-05,1.0146334536648673
2025-07-15 10:00:00,117000,0.015743589743589744,0.0003194794566924249,1.0149529331215599
2025-07-15 20:00:00,116437,0.026497178731846406,0.0005378677854666745,1.0154908009070265
2025-07-22 02:00:00,117094,0.023354091584538918,0.0004743173033527894,1.0159651182103793
