time,open,high,low,close
1700416800,36621,36911,36621,36854
1700420400,36882,37000,36798,36958
1700424000,36983,37041,36849,36945
1700427600,36948,37093,36881,37004
1700431200,37008,37050,36949,37012
1700434800,37012,37520,37012,37426
1700438400,37426,37430,37166,37320
1700442000,37323,37376,37247,37315
1700445600,37311,37339,37224,37330
1700449200,37335,37339,37073,37128
1700452800,37154,37233,37099,37228
1700456400,37228,37228,37073,37162
1700460000,37156,37225,37088,37207
1700463600,37207,37269,37119,37257
1700467200,37267,37267,37086,37133
1700470800,37145,37229,37097,37220
1700474400,37220,37395,37169,37314
1700478000,37313,37436,37130,37193
1700481600,37192,37192,37110,37165
1700485200,37169,37260,37081,37122
1700488800,37131,37504,36716,37446
1700492400,37447,37498,37255,37492
1700496000,37498,37655,37255,37261
1700499600,37256,37769,36888,37607
1700503200,37637,37712,37301,37554
1700506800,37554,37761,37490,37607
1700510400,37608,37640,37448,37578
1700514000,37600,37600,37312,37452
1700517600,37444,37604,37377,37454
1700521200,37488,37625,37469,37480
1700524800,37473,37547,37340,37419
1700528400,37418,37646,37379,37640
1700532000,37651,37664,37455,37480
1700535600,37490,37584,37471,37495
1700539200,37492,37508,37411,37416
1700542800,37410,37421,37354,37379
1700546400,37375,37434,37351,37387
1700550000,37394,37394,37264,37299
1700553600,37302,37426,37300,37426
1700557200,37426,37433,37331,37331
1700560800,37323,37427,37323,37356
1700564400,37373,37378,37166,37184
1700568000,37183,37250,37135,37198
1700571600,37201,37217,37018,37018
1700575200,37020,37022,36464,36643
1700578800,36625,37193,36281,37001
1700582400,37011,37277,36767,37215
1700586000,37192,37522,36657,36914
1700589600,36921,37000,36714,36913
1700593200,36908,37126,36770,36990
1700596800,36988,37187,36862,36944
1700600400,36953,37040,36740,36846
1700604000,36854,36900,36306,36383
1700607600,36416,36418,35758,35758
1700611200,35762,36153,35651,36120
1700614800,36111,36185,36071,36095
1700618400,36091,36302,36042,36301
1700622000,36298,36389,36264,36389
1700625600,36389,36467,36330,36440
1700629200,36433,36490,36353,36367
1700632800,36376,36565,36376,36538
1700636400,36547,36573,36459,36459
1700640000,36462,36565,36416,36565
1700643600,36565,36700,36517,36700
1700647200,36700,36768,36573,36668
1700650800,36669,36679,36455,36478
1700654400,36468,36590,36462,36570
1700658000,36564,36648,36456,36597
1700661600,36607,36657,36294,36400
1700665200,36407,36621,36246,36496
1700668800,36490,36584,36377,36475
1700672400,36480,36639,36465,36586
1700676000,36590,37267,36573,37197
1700679600,37203,37436,37123,37299
1700683200,37314,37660,37235,37652
1700686800,37651,37865,37542,37652
1700690400,37650,37773,37398,37463
1700694000,37456,37484,37269,37424
1700697600,37432,37543,37313,37327
1700701200,37321,37500,37319,37430
1700704800,37425,37465,37337,37358
1700708400,37359,37400,37283,37317
1700712000,37317,37422,37288,37357
1700715600,37375,37426,37322,37340
1700719200,37339,37354,37284,37288
1700722800,37297,37390,37296,37390
1700726400,37387,37520,37367,37515
1700730000,37516,37646,37453,37646
1700733600,37646,37649,37457,37471
1700737200,37468,37476,37173,37372
1700740800,37372,37540,37278,37308
1700744400,37307,37404,37233,37256
1700748000,37236,37315,37142,37218
1700751600,37211,37256,36886,36972
1700755200,36966,37171,36952,37093
1700758800,37095,37237,37094,37174
1700762400,37180,37296,37177,37267
1700766000,37286,37340,37200,37296
1700769600,37292,37381,37283,37284
1700773200,37298,37381,37255,37257
1700776800,37255,37309,37223,37309
1700780400,37309,37390,37273,37301
1700784000,37312,37336,37266,37304
1700787600,37309,37484,37309,37406
1700791200,37406,37443,37340,37401
1700794800,37389,37410,37322,37329
1700798400,37335,37371,37318,37362
1700802000,37362,37426,37319,37426
1700805600,37429,37430,37375,37392
1700809200,37395,37575,37369,37532
1700812800,37534,37579,37439,37456
1700816400,37460,37723,37450,37630
1700820000,37643,37990,37607,37620
1700823600,37620,38078,37610,37763
1700827200,37760,37986,37723,37731
1700830800,37731,37872,37651,37797
1700834400,37791,37828,37626,37810
1700838000,37805,38437,37795,38252
1700841600,38259,38386,37624,37770
1700845200,37771,37950,37690,37880
1700848800,37872,37926,37615,37750
1700852400,37745,37824,37647,37796
1700856000,37788,37925,37767,37856
1700859600,37862,37960,37815,37853
1700863200,37863,37883,37691,37725
1700866800,37722,37754,37610,37746
1700870400,37750,37796,37708,37759
1700874000,37756,37841,37750,37816
1700877600,37811,37846,37744,37846
1700881200,37846,37864,37796,37830
1700884800,37813,37818,37778,37811
1700888400,37805,37837,37756,37837
1700892000,37836,37859,37812,37820
1700895600,37844,37848,37773,37831
1700899200,37829,37846,37784,37790
1700902800,37788,37791,37719,37764
1700906400,37763,37763,37670,37713
1700910000,37715,37732,37619,37678
1700913600,37669,37741,37669,37741
1700917200,37739,37755,37674,37749
1700920800,37749,37750,37678,37705
1700924400,37705,37728,37646,37728
1700928000,37720,37778,37716,37771
1700931600,37764,37825,37762,37798
1700935200,37802,37841,37784,37841
1700938800,37841,37859,37815,37851
1700942400,37857,37908,37792,37821
1700946000,37818,37837,37797,37823
1700949600,37820,37820,37747,37757
1700953200,37756,37818,37748,37809
1700956800,37811,37814,37759,37764
1700960400,37766,37767,37710,37710
1700964000,37712,37769,37696,37767
1700967600,37767,37769,37753,37762
1700971200,37762,37804,37725,37788
1700974800,37785,37803,37757,37801
1700978400,37799,37805,37760,37804
1700982000,37808,37814,37777,37814
1700985600,37816,37837,37779,37784
1700989200,37784,37811,37765,37788
1700992800,37788,37788,37728,37728
1700996400,37724,37741,37700,37706
1701000000,37700,37700,37377,37641
1701003600,37641,37641,37394,37547
1701007200,37532,37546,37318,37373
1701010800,37356,37520,37314,37461
1701014400,37444,37520,37184,37249
1701018000,37240,37343,37173,37293
1701021600,37295,37345,37183,37264
1701025200,37258,37406,37244,37395
1701028800,37395,37660,37371,37603
1701032400,37603,37651,37484,37631
1701036000,37631,37755,37626,37672
1701039600,37669,37670,37340,37460
1701043200,37467,37569,37404,37506
1701046800,37512,37574,37475,37509
1701050400,37511,37516,37248,37322
1701054000,37322,37351,37215,37322
1701057600,37320,37397,37275,37383
1701061200,37385,37408,37307,37307
1701064800,37317,37430,37284,37284
1701068400,37283,37353,37085,37299
1701072000,37300,37394,37270,37348
1701075600,37344,37471,37344,37369
1701079200,37366,37377,36988,37117
1701082800,37117,37153,36907,37040
1701086400,37019,37116,36922,36976
1701090000,36978,37049,36785,36953
1701093600,36950,36995,36731,36801
1701097200,36802,37063,36758,36763
1701100800,36755,37105,36727,37084
1701104400,37080,37147,36889,36920
1701108000,36929,37073,36895,36976
1701111600,36974,37070,36800,36880
1701115200,36880,36964,36807,36807
1701118800,36798,37055,36798,37036
1701122400,37030,37086,36971,37086
1701126000,37085,37281,37085,37240
1701129600,37256,37340,37189,37267
1701133200,37268,37272,37165,37202
1701136800,37198,37211,37128,37183
1701140400,37176,37202,37087,37132
1701144000,37130,37151,36984,37002
1701147600,37003,37017,36883,36922
1701151200,36912,37124,36902,37108
1701154800,37105,37148,36988,37108
1701158400,37123,37123,36939,36940
1701162000,36939,37137,36932,37087
1701165600,37092,37110,37022,37107
1701169200,37111,37251,37091,37251
1701172800,37251,37273,37174,37206
1701176400,37211,37450,37150,37421
1701180000,37418,37468,37360,37375
1701183600,37373,37567,37318,37527
1701187200,37542,37949,37542,37885
1701190800,37904,38292,37818,38273
1701194400,38284,38293,37922,38023
1701198000,38023,38420,38022,38151
1701201600,38148,38372,38094,38274
1701205200,38293,38325,37962,37972
1701208800,37988,38061,37859,37885
1701212400,37889,37953,37700,37839
1701216000,37842,37943,37700,37940
1701219600,37946,38105,37946,37960
1701223200,37968,38006,37869,37958
1701226800,37954,38034,37920,37970
1701230400,37980,37980,37898,37956
1701234000,37965,38060,37924,38060
1701237600,38064,38245,37994,38194
1701241200,38194,38202,38074,38128
1701244800,38154,38381,38126,38363
1701248400,38364,38457,38137,38318
1701252000,38307,38307,37930,37987
1701255600,37984,38174,37923,38129
1701259200,38117,38298,38079,38196
1701262800,38198,38268,38122,38142
1701266400,38141,38220,37818,37839
1701270000,37829,37915,37597,37838
1701273600,37847,37888,37660,37778
1701277200,37776,37883,37684,37790
1701280800,37791,37866,37678,37866
1701284400,37866,37928,37798,37887
1701288000,37894,37894,37637,37662
1701291600,37675,37782,37600,37731
1701295200,37752,37837,37743,37797
1701298800,37796,37868,37739,37863
1701302400,37864,37873,37774,37788
1701306000,37791,37823,37709,37714
1701309600,37707,37913,37696,37885
1701313200,37887,38051,37845,38051
1701316800,38051,38173,37978,37988
1701320400,37984,38023,37869,37898
1701324000,37888,37950,37806,37874
1701327600,37884,37905,37787,37802
1701331200,37808,37826,37598,37675
1701334800,37671,37737,37618,37704
1701338400,37720,37764,37690,37691
1701342000,37689,37909,37655,37896
1701345600,37909,37923,37836,37888
1701349200,37891,37968,37646,37741
1701352800,37722,37782,37510,37657
1701356400,37659,37729,37521,37619
1701360000,37622,37740,37535,37669
1701363600,37669,37766,37641,37750
1701367200,37750,37820,37716,37750
1701370800,37750,37809,37699,37763
1701374400,37762,37779,37702,37757
1701378000,37736,37777,37706,37745
1701381600,37741,37814,37696,37708
1701385200,37697,37737,37619,37719
1701388800,37731,37741,37628,37687
1701392400,37675,37962,37647,37954
1701396000,37961,38080,37879,37998
1701399600,38011,38069,37959,38057
1701403200,38065,38247,38033,38216
1701406800,38194,38215,38119,38136
1701410400,38143,38228,38092,38224
1701414000,38222,38352,38210,38254
1701417600,38255,38362,38238,38328
1701421200,38331,38718,38331,38717
1701424800,38718,38839,38550,38550
1701428400,38552,38672,38533,38608
1701432000,38594,38643,38315,38375
1701435600,38378,38449,38315,38366
1701439200,38380,38405,38234,38338
1701442800,38329,38459,38298,38428
1701446400,38426,39000,38412,38827
1701450000,38809,38937,38715,38817
1701453600,38816,38930,38717,38717
1701457200,38721,38802,38651,38776
1701460800,38784,38874,38727,38766
1701464400,38776,38911,38774,38802
1701468000,38814,38866,38714,38722
1701471600,38723,38759,38673,38707
1701475200,38707,38756,38663,38733
1701478800,38726,38816,38717,38774
1701482400,38768,38813,38692,38740
1701486000,38746,38804,38741,38802
1701489600,38796,38830,38740,38830
1701493200,38830,38830,38771,38771
1701496800,38751,38807,38740,38795
1701500400,38782,38838,38728,38728
1701504000,38724,38759,38681,38734
1701507600,38735,38797,38729,38790
1701511200,38790,38807,38760,38764
1701514800,38765,38769,38721,38758
1701518400,38753,38807,38750,38799
1701522000,38800,38876,38779,38831
1701525600,38835,38862,38756,38797
1701529200,38792,38839,38736,38833
1701532800,38824,38827,38733,38760
1701536400,38769,38818,38764,38818
1701540000,38817,38987,38806,38894
1701543600,38898,39687,38897,39436
1701547200,39445,39592,39294,39581
1701550800,39592,39725,39432,39584
1701554400,39589,39622,39315,39372
1701558000,39378,39494,39353,39474
1701561600,39474,39535,39423,39524
1701565200,39524,39573,39489,39508
1701568800,39509,39572,39380,39387
1701572400,39387,39408,39304,39400
1701576000,39397,39444,39368,39374
1701579600,39378,39455,39343,39442
1701583200,39429,39464,39382,39437
1701586800,39436,39502,39405,39497
1701590400,39500,39502,39413,39413
1701594000,39423,39486,39414,39474
1701597600,39474,39545,39424,39545
1701601200,39545,39545,39469,39497
1701604800,39499,39526,39403,39421
1701608400,39413,39773,39405,39700
1701612000,39683,39761,39574,39578
1701615600,39579,39808,39512,39767
1701619200,39770,39845,39662,39688
1701622800,39677,39691,39475,39544
1701626400,39522,39603,39517,39568
1701630000,39560,39588,39463,39575
1701633600,39589,39655,39572,39581
1701637200,39586,39773,39585,39730
1701640800,39731,40210,39712,40079
1701644400,40089,40181,39807,39989
1701648000,39988,40230,39988,40209
1701651600,40228,40876,40178,40616
1701655200,40625,40701,40476,40695
1701658800,40698,40888,40698,40728
1701662400,40726,40934,40704,40894
1701666000,40919,41522,40880,41507
1701669600,41509,41748,41355,41375
1701673200,41408,41546,41331,41449
1701676800,41461,41733,41378,41699
1701680400,41701,41800,41547,41564
1701684000,41586,42090,41557,41976
1701687600,42002,42162,41370,41617
1701691200,41618,41815,41508,41815
1701694800,41819,41925,41731,41747
1701698400,41747,41798,41484,41654
1701702000,41659,41665,41150,41274
1701705600,41275,41633,41187,41620
1701709200,41634,41760,41563,41621
1701712800,41619,41764,41510,41726
1701716400,41725,42044,41707,41972
1701720000,41991,41993,41734,41769
1701723600,41752,42050,41724,42036
1701727200,42027,42404,41869,41958
1701730800,41956,41997,41799,41985
1701734400,41979,41979,41739,41919
1701738000,41901,41930,41630,41807
1701741600,41818,41818,41632,41736
1701745200,41719,41894,41719,41834
1701748800,41833,41833,41714,41784
1701752400,41761,41914,41729,41914
1701756000,41912,41914,41675,41721
1701759600,41729,41729,41415,41526
1701763200,41520,41624,41434,41619
1701766800,41619,41724,41599,41714
1701770400,41711,41769,41624,41624
1701774000,41629,41740,41579,41730
1701777600,41730,41879,41695,41873
1701781200,41879,42071,41821,41833
1701784800,41847,42238,41824,42213
1701788400,42223,42492,42107,42270
1701792000,42264,42814,42138,42712
1701795600,42727,44011,42697,43379
1701799200,43375,44086,43316,43696
1701802800,43726,43955,43592,43799
1701806400,43815,43843,43426,43765
1701810000,43772,44226,43687,43887
1701813600,43911,44490,43813,44298
1701817200,44299,44301,43879,44075
1701820800,44087,44144,43848,44144
1701824400,44148,44149,43758,43886
1701828000,43873,43916,43588,43904
1701831600,43907,43917,43674,43738
1701835200,43744,43864,43618,43738
1701838800,43746,43832,43552,43676
1701842400,43678,43736,43461,43674
1701846000,43636,43724,43508,43667
1701849600,43690,43870,43645,43829
1701853200,43822,44005,43689,43875
1701856800,43873,44282,43870,44121
1701860400,44117,44133,43419,43841
1701864000,43824,44204,43791,44042
1701867600,44040,44166,43975,44110
1701871200,44117,44277,43965,44053
1701874800,44035,44104,43744,43807
1701878400,43786,44028,43741,43846
1701882000,43845,44129,43818,43967
1701885600,43969,44010,43866,43938
1701889200,43941,44113,43918,43992
1701892800,43997,44083,43764,43764
1701896400,43760,43859,43612,43828
1701900000,43822,43938,43644,43779
1701903600,43772,43809,43613,43764
1701907200,43764,43901,43717,43831
1701910800,43840,43938,43825,43938
1701914400,43944,43988,43914,43967
1701918000,43974,43989,43892,43936
1701921600,43933,44044,43894,43958
1701925200,43959,44041,43929,44000
1701928800,44004,44031,43849,43888
1701932400,43877,43954,43875,43895
1701936000,43903,43904,43560,43595
1701939600,43595,43639,42849,43352
1701943200,43365,43428,43079,43142
1701946800,43128,43378,43124,43189
1701950400,43184,43409,42974,43408
1701954000,43409,43501,43191,43299
1701957600,43299,43519,43251,43489
1701961200,43486,43935,43471,43649
1701964800,43667,43762,43498,43699
1701968400,43703,43703,43243,43442
1701972000,43433,43480,43271,43332
1701975600,43317,43345,43079,43201
1701979200,43213,43329,43098,43238
1701982800,43246,43449,43237,43385
1701986400,43389,43426,43147,43155
1701990000,43166,43390,43155,43291
1701993600,43296,43415,43294,43407
1701997200,43404,43425,43325,43424
1702000800,43425,43529,43415,43513
1702004400,43522,43529,43383,43383
1702008000,43384,43539,43367,43467
1702011600,43460,43505,43397,43437
1702015200,43435,43503,43373,43373
1702018800,43374,43410,43134,43171
1702022400,43202,43263,43114,43225
1702026000,43220,43294,43139,43145
1702029600,43142,43356,43078,43356
1702033200,43357,43733,43357,43664
1702036800,43664,43797,43529,43754
1702040400,43764,43764,43492,43581
1702044000,43595,44039,43575,43973
1702047600,43982,43996,43766,43770
1702051200,43771,43954,43765,43835
1702054800,43835,43853,43658,43751
1702058400,43756,43933,43752,43840
1702062000,43822,43992,43808,43988
1702065600,43989,44435,43967,44404
1702069200,44394,44729,44269,44551
1702072800,44583,44606,44270,44270
1702076400,44280,44363,44145,44193
1702080000,44210,44303,44161,44201
1702083600,44195,44210,44060,44122
1702087200,44141,44214,44115,44137
1702090800,44137,44240,44137,44151
1702094400,44171,44282,44166,44247
1702098000,44248,44362,44239,44293
1702101600,44293,44350,44197,44208
1702105200,44216,44274,44124,44204
1702108800,44201,44211,43775,43849
1702112400,43853,43965,43759,43869
1702116000,43860,43931,43838,43864
1702119600,43847,43908,43778,43835
1702123200,43820,43912,43759,43912
1702126800,43911,44055,43893,44025
1702130400,44024,44144,43787,43951
1702134000,43937,44112,43884,44066
1702137600,44064,44100,43968,44030
1702141200,44022,44039,43913,43915
1702144800,43916,44011,43901,43997
1702148400,43983,44031,43943,43953
1702152000,43943,44004,43883,43994
1702155600,43991,44092,43891,43984
1702159200,43985,44051,43913,43913
1702162800,43912,43937,43605,43712
1702166400,43710,43791,43656,43776
1702170000,43781,43859,43723,43800
1702173600,43805,43823,43729,43753
1702177200,43753,43844,43728,43843
1702180800,43843,43965,43833,43949
1702184400,43949,43965,43875,43898
1702188000,43905,43927,43873,43914
1702191600,43915,44007,43860,43976
1702195200,43981,44034,43751,43782
1702198800,43786,43826,43623,43623
1702202400,43631,43719,43631,43713
1702206000,43712,43754,43693,43747
1702209600,43747,43896,43743,43894
1702213200,43896,43907,43759,43822
1702216800,43834,43889,43765,43840
1702220400,43841,43959,43827,43913
1702224000,43918,43939,43791,43832
1702227600,43832,43852,43775,43825
1702231200,43819,43905,43814,43831
1702234800,43831,43875,43754,43799
1702238400,43790,43970,43789,43963
1702242000,43970,44038,43780,43800
1702245600,43813,43891,43779,43787
1702249200,43786,43853,43582,43786
1702252800,43786,43801,43623,43639
1702256400,43619,43619,43216,43217
1702260000,43219,43233,40659,41970
1702263600,41933,42558,41895,42324
1702267200,42305,42329,42030,42157
1702270800,42150,42202,41659,42052
1702274400,42066,42184,41750,42121
1702278000,42119,42303,42093,42117
1702281600,42107,42272,41976,42224
1702285200,42233,42398,42178,42367
1702288800,42381,42465,42350,42381
1702292400,42381,42482,42159,42339
1702296000,42341,42393,42177,42215
1702299600,42206,42257,41899,42000
1702303200,41988,42078,41797,41820
1702306800,41861,42015,41665,41768
1702310400,41775,41828,41343,41779
1702314000,41759,41776,41280,41343
1702317600,41301,41301,40530,40980
1702321200,41008,41063,40181,40710
1702324800,40719,40883,40504,40835
1702328400,40811,41251,40801,41174
1702332000,41169,41334,41107,41275
1702335600,41274,41277,41130,41242
1702339200,41232,41734,41166,41699
1702342800,41686,41834,41584,41650
1702346400,41669,41914,41653,41855
1702350000,41855,41877,41715,41730
1702353600,41729,41748,41376,41381
1702357200,41380,41639,41380,41550
1702360800,41530,41674,41397,41674
1702364400,41673,42035,41668,41919
1702368000,41915,42071,41784,42033
1702371600,42002,42020,41812,41812
1702375200,41811,41826,41712,41791
1702378800,41800,41819,41560,41573
1702382400,41578,41891,41578,41841
1702386000,41850,42035,41750,41807
1702389600,41813,41851,41302,41465
1702393200,41457,41563,41157,41335
1702396800,41334,41401,41088,41311
1702400400,41301,41302,40676,40676
1702404000,40676,41370,40649,41264
1702407600,41263,41300,41010,41112
1702411200,41118,41261,41042,41201
1702414800,41208,41330,41043,41089
1702418400,41088,41277,41068,41218
1702422000,41231,41529,41230,41458
1702425600,41483,41483,41291,41393
1702429200,41384,41414,40930,41025
1702432800,41028,41126,40589,40987
1702436400,41003,41026,40765,40800
1702440000,40818,40906,40656,40893
1702443600,40900,41004,40836,41004
1702447200,41004,41034,40832,40857
1702450800,40832,41201,40798,41095
1702454400,41100,41246,41096,41246
1702458000,41235,41235,41054,41190
1702461600,41194,41228,41058,41122
1702465200,41121,41190,40955,40985
1702468800,40980,41226,40977,41191
1702472400,41196,41464,41164,41449
1702476000,41464,41469,41300,41411
1702479600,41411,41925,41411,41918
1702483200,41918,42180,41789,41864
1702486800,41853,42119,41811,42111
1702490400,42107,42187,41985,42124
1702494000,42133,42876,42133,42734
1702497600,42743,42896,42604,42895
1702501200,42879,43155,42736,42987
1702504800,43058,43440,42987,42989
1702508400,42989,43060,42872,42888
1702512000,42899,42953,42681,42796
1702515600,42811,42868,42747,42868
1702519200,42876,42879,42706,42784
1702522800,42797,42824,42688,42732
1702526400,42732,42794,42698,42718
1702530000,42716,42809,42714,42809
1702533600,42799,43102,42799,42896
1702537200,42912,42950,42783,42912
1702540800,42917,42994,42783,42783
1702544400,42783,42922,42713,42903
1702548000,42902,43019,42805,42967
1702551600,42971,43341,42907,43268
1702555200,43272,43359,43057,43107
1702558800,43098,43109,41509,42575
1702562400,42524,42766,42372,42662
1702566000,42663,42701,42251,42466
1702569600,42465,42686,42460,42614
1702573200,42614,43409,42582,43226
1702576800,43170,43212,42847,42871
1702580400,42867,43119,42817,43109
1702584000,43108,43120,42872,42940
1702587600,42931,43041,42916,42995
1702591200,42985,43128,42933,43086
1702594800,43081,43194,42957,43031
1702598400,43047,43082,42882,42895
1702602000,42910,43041,42893,42962
1702605600,42987,43005,42845,42885
1702609200,42882,42888,42531,42798
1702612800,42799,42818,42715,42814
1702616400,42815,42865,42584,42603
1702620000,42598,42647,42538,42570
1702623600,42573,42712,42562,42712
1702627200,42712,42876,42649,42876
1702630800,42876,43025,42815,42823
1702634400,42853,42896,42758,42845
1702638000,42862,42869,42717,42780
1702641600,42783,42786,42610,42610
1702645200,42610,42616,42217,42282
1702648800,42282,42344,42011,42177
1702652400,42177,42248,41664,41880
1702656000,41891,42083,41695,41789
1702659600,41789,42041,41775,41839
1702663200,41821,42101,41819,42100
1702666800,42097,42167,41964,42082
1702670400,42084,42267,42070,42224
1702674000,42226,42248,42129,42232
1702677600,42219,42263,41962,42067
1702681200,42070,42181,41912,41925
1702684800,41926,42040,41639,41881
1702688400,41893,42136,41884,42057
1702692000,42074,42177,42047,42140
1702695600,42146,42380,42103,42333
1702699200,42342,42343,42243,42274
1702702800,42279,42297,42183,42239
1702706400,42258,42291,42126,42187
1702710000,42187,42241,42143,42186
1702713600,42198,42233,42076,42148
1702717200,42157,42241,42154,42182
1702720800,42190,42234,42164,42230
1702724400,42241,42298,42199,42295
1702728000,42298,42446,42241,42384
1702731600,42397,42507,42227,42369
1702735200,42384,42426,42285,42331
1702738800,42336,42568,42288,42566
1702742400,42568,42676,42456,42566
1702746000,42563,42564,42446,42488
1702749600,42488,42496,42363,42438
1702753200,42448,42500,42319,42327
1702756800,42327,42390,42238,42299
1702760400,42302,42344,42225,42277
1702764000,42272,42296,42133,42281
1702767600,42280,42298,42167,42246
1702771200,42228,42268,42117,42117
1702774800,42116,42207,41853,41979
1702778400,41966,42096,41839,41840
1702782000,41844,41970,41843,41890
1702785600,41890,42005,41872,41961
1702789200,41959,42010,41753,41868
1702792800,41869,41975,41780,41964
1702796400,41962,41993,41839,41856
1702800000,41845,41886,41669,41845
1702803600,41849,41940,41790,41934
1702807200,41932,41960,41851,41906
1702810800,41843,41933,41824,41923
1702814400,41916,41960,41848,41920
1702818000,41917,41918,41755,41832
1702821600,41833,41909,41533,41581
1702825200,41593,41805,41549,41761
1702828800,41765,42070,41654,42056
1702832400,42055,42364,41979,42038
1702836000,42037,42173,41764,42129
1702839600,42119,42156,42019,42071
1702843200,42070,42138,42051,42078
1702846800,42053,42053,41864,41882
1702850400,41886,41889,41595,41679
1702854000,41668,41701,41266,41345
1702857600,41337,41408,41167,41334
1702861200,41341,41384,40906,40975
1702864800,40975,41095,40783,40887
1702868400,40883,41073,40849,41062
1702872000,41066,41162,41009,41161
1702875600,41156,41161,40980,40980
1702879200,40980,41241,40975,41157
1702882800,41171,41261,41069,41087
1702886400,41085,41211,41009,41153
1702890000,41157,41160,40798,41011
1702893600,41008,41027,40513,40772
1702897200,40791,41147,40759,41067
1702900800,41068,41083,40856,40862
1702904400,40871,41379,40861,41315
1702908000,41314,41699,41220,41566
1702911600,41590,41623,41231,41240
1702915200,41286,41484,41130,41471
1702918800,41477,41616,41375,41375
1702922400,41373,41619,41330,41619
1702926000,41623,41709,41614,41691
1702929600,41708,42015,41569,41937
1702933200,41957,42732,41957,42616
1702936800,42654,42686,42438,42503
1702940400,42502,42709,42502,42650
1702944000,42664,42866,42568,42746
1702947600,42759,43357,42610,43281
1702951200,43293,43456,43025,43078
1702954800,43079,43136,42994,43076
1702958400,43076,43125,42837,42906
1702962000,42912,42977,42850,42944
1702965600,42944,42954,42804,42898
1702969200,42911,43093,42880,43028
1702972800,43048,43191,43020,43083
1702976400,43087,43160,42953,43017
1702980000,43021,43247,42938,43104
1702983600,43112,43191,42953,42962
1702987200,42969,43004,42849,42941
1702990800,42929,43017,42853,42857
1702994400,42850,42894,42218,42352
1702998000,42338,42706,42235,42475
1703001600,42469,42621,42291,42310
1703005200,42314,42342,41814,41829
1703008800,41817,42212,41794,42197
1703012400,42173,42450,42125,42316
1703016000,42308,42365,42111,42202
1703019600,42201,42497,42195,42497
1703023200,42497,42497,42242,42317
1703026800,42316,42392,42186,42258
1703030400,42257,42431,42231,42413
1703034000,42432,42481,42234,42312
1703037600,42313,42446,42207,42419
1703041200,42414,42451,42361,42410
1703044800,42410,42835,42362,42817
1703048400,42815,42815,42574,42701
1703052000,42706,42994,42620,42852
1703055600,42861,42944,42788,42910
1703059200,42941,42967,42749,42795
1703062800,42769,42942,42732,42786
1703066400,42789,42866,42681,42865
1703070000,42872,42977,42747,42860
1703073600,42862,42989,42763,42978
1703077200,42981,43770,42981,43726
1703080800,43763,44165,43618,43887
1703084400,43886,44291,43832,44064
1703088000,44069,44151,43505,43710
1703091600,43713,44036,43597,44000
1703095200,44018,44225,43952,44161
1703098800,44161,44279,43765,43765
1703102400,43774,43811,43249,43442
1703106000,43444,43697,43337,43448
1703109600,43446,43728,43412,43615
1703113200,43611,43665,43466,43665
1703116800,43667,43728,43524,43580
1703120400,43587,43603,43373,43466
1703124000,43449,43574,43305,43390
1703127600,43390,43682,43375,43652
1703131200,43655,43702,43601,43624
1703134800,43623,43685,43468,43512
1703138400,43503,43808,43476,43795
1703142000,43796,43865,43724,43753
1703145600,43755,43933,43676,43684
1703149200,43685,43738,43561,43733
1703152800,43738,44038,43738,44008
1703156400,43990,44100,43891,43946
1703160000,43947,44207,43938,44071
1703163600,44067,44240,43965,44152
1703167200,44167,44220,43440,43516
1703170800,43522,43932,43403,43826
1703174400,43823,43917,43534,43666
1703178000,43669,43669,43379,43450
1703181600,43450,43630,43450,43580
1703185200,43623,43853,43419,43589
1703188800,43589,43786,43560,43786
1703192400,43785,44118,43727,44013
1703196000,44025,44031,43897,43959
1703199600,43965,43966,43811,43873
1703203200,43871,43960,43759,43840
1703206800,43862,44258,43852,44135
1703210400,44136,44156,43933,43979
1703214000,43985,44057,43917,43981
1703217600,44021,44157,43944,44124
1703221200,44125,44240,44096,44158
1703224800,44156,44409,43848,43902
1703228400,43894,43969,43556,43595
1703232000,43594,43805,43581,43618
1703235600,43630,43786,43475,43766
1703239200,43747,43771,43659,43734
1703242800,43704,43828,43638,43757
1703246400,43761,43796,43519,43574
1703250000,43574,43817,43545,43722
1703253600,43722,43764,43430,43659
1703257200,43651,43707,43569,43690
1703260800,43677,43712,43498,43573
1703264400,43574,43754,43559,43712
1703268000,43711,44012,43683,43983
1703271600,43986,43986,43644,43670
1703275200,43665,43783,43664,43675
1703278800,43680,43812,43680,43738
1703282400,43745,43839,43701,43839
1703286000,43838,44076,43828,44002
1703289600,44011,44027,43850,43858
1703293200,43862,43943,43707,43707
1703296800,43700,43729,43539,43557
1703300400,43551,43644,43529,43573
1703304000,43559,43559,43347,43534
1703307600,43534,43638,43512,43634
1703311200,43639,43665,43560,43663
1703314800,43657,43676,43584,43593
1703318400,43592,43662,43592,43653
1703322000,43649,43691,43560,43652
1703325600,43661,43674,43597,43606
1703329200,43603,43634,43519,43573
1703332800,43572,43770,43568,43729
1703336400,43730,43786,43671,43718
1703340000,43759,43817,43699,43807
1703343600,43822,43875,43748,43778
1703347200,43785,43865,43739,43810
1703350800,43811,43837,43756,43773
1703354400,43770,43865,43729,43810
1703358000,43825,43830,43718,43728
1703361600,43726,43764,43670,43737
1703365200,43729,43812,43685,43801
1703368800,43799,43849,43764,43781
1703372400,43775,43840,43733,43733
